Id,PRP
0,79.25180932055662
1,106.18250114989767
2,0.0
3,0.0
4,204.10502749471857
5,278.1442583062586
6,81.91710325103233
7,157.8932026053215
8,194.92147108669116
9,188.37173727420577
10,13.648387571169863
11,183.47517944526965
12,23.720134999622275
13,0.0
14,55.12651052508777
15,220.9713855227513
16,1.685994123379551
17,0.0
18,50.06248795764242
19,203.98804309569056
20,44.565064126038905
21,54.41862516780891
22,73.55223674412194
23,0.38643627339443043
24,40.75789592519489
25,44.565064126038905
26,0.0
27,109.47713468204437
28,9.693830061770797
29,183.63603299393316
30,0.0
31,0.0
32,0.0
33,12.075805622077368
34,0.0
35,417.7491192194416
36,257.8680465552144
37,32.952237517478835
38,0.0
39,336.67126261043967
40,343.4439904087677
