Id,PRP
0,68.00347899524967
1,86.90477139865001
2,1.848668582259604
3,13.616754805860879
4,167.5937621847471
5,218.755781530261
6,77.68870636298006
7,151.84413491004403
8,183.3774829017488
9,167.94723660170348
10,31.497680043811762
11,154.04404946964007
12,0.0
13,14.375960108594775
14,69.16756160051717
15,182.2689732778088
16,17.82401282078359
17,19.031742611206386
18,54.10833810134817
19,167.71226434625623
20,0.0
21,0.0
22,33.37578979913704
23,21.67172779195865
24,48.41138088389354
25,0.0
26,18.85905772797866
27,99.10827578545737
28,23.70326056671177
29,154.18578611946572
30,0.0
31,13.136436036063383
32,19.031742611206386
33,24.60588720161867
34,14.842756253827984
35,389.56834882077675
36,211.24137340309244
37,44.6340572374725
38,16.651489981501623
39,357.58685869939177
40,319.3947732541114
